device,config,model,query_id,dataset,warmup,ttft_ms,e2e_ms,t_retrieval_ms,t_prefill_ms,t_decode_ms,n_tokens,peak_rss_mb,t_query_start,t_query_end,energy_gross_j,energy_idle_subtracted_j,answer_text,retrieved_ids,is_mock,em,f1,faithfulness,accuracy_harmonic
laptop,C1,gemma-2-2b-it,hotpot-6,hotpotqa,0,2292.588,2574.447,5.876,2286.712,30.034,8,12096.3,1783118461.8127046,1783118464.3872814,107.934,35.5096,Eenasul Fateh,wiki-85|wiki-6171|wiki-6005,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-7,hotpotqa,0,2535.305,2845.405,5.993,2529.312,30.4018,9,12081.7,1783118464.6208305,1783118467.466359,119.2931,39.2467,You don't know.,wiki-120|wiki-119|wiki-239,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-8,hotpotqa,0,2105.343,2360.831,4.505,2100.838,26.6193,8,12066.7,1783118467.684344,1783118470.0452957,98.9782,32.5632,Terry Richardson is older.,wiki-125|wiki-122|wiki-134,0,0,0.6667,0.75,0.7059
laptop,C1,gemma-2-2b-it,hotpot-9,hotpotqa,0,1740.975,1884.565,28.904,1712.071,24.0524,5,12058.9,1783118470.2680671,1783118472.152757,79.0119,25.9944,Yes.,wiki-144|wiki-141|wiki-147,0,1,1.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-10,hotpotqa,0,2189.215,2585.2,7.937,2181.278,30.2257,12,12036.3,1783118472.3691647,1783118474.9544914,108.3847,35.6579,Kansas Song (We’re From Kansas),wiki-157|wiki-165|wiki-149,0,0,0.5,1.0,0.6667
laptop,C1,gemma-2-2b-it,hotpot-11,hotpotqa,0,2614.719,2799.413,31.237,2583.482,26.2457,6,12015.2,1783118475.167081,1783118477.9666102,117.3647,38.6122,David Weissman,wiki-177|wiki-171|wiki-3693,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-12,hotpotqa,0,2358.629,2681.905,6.618,2352.011,35.0884,8,11991.2,1783118478.1966856,1783118480.8787212,112.4448,36.9975,1999,wiki-185|wiki-178|wiki-189,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-13,hotpotqa,0,2736.06,2898.412,10.032,2726.028,25.6992,5,11961.5,1783118481.0927503,1783118483.9912791,122.3931,40.8558,Yes.,wiki-195|wiki-194|wiki-2815,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-14,hotpotqa,0,2027.172,2356.866,5.599,2021.573,29.2455,10,11950.9,1783118484.2029622,1783118486.559946,99.6061,33.3028,You don't know.,wiki-205|wiki-212|wiki-211,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-15,hotpotqa,0,2704.923,2935.974,5.281,2699.642,31.4282,6,11926.9,1783118486.77414,1783118489.7102225,124.0789,41.4851,3 million,wiki-215|wiki-226|wiki-9323,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-16,hotpotqa,0,2341.314,2532.765,7.09,2334.224,25.7312,6,11914.3,1783118489.939841,1783118492.4727218,107.0395,35.7881,ECAC Hockey,wiki-232|wiki-233|wiki-239,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-17,hotpotqa,0,1717.416,1875.958,5.386,1712.03,24.7848,5,11908.9,1783118492.6871004,1783118494.5632012,79.284,26.5082,Yes.,wiki-244|wiki-246|wiki-251,0,1,1.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-18,hotpotqa,0,2884.27,3085.939,6.301,2877.969,26.511,6,11862.7,1783118494.7682052,1783118497.8542702,130.4171,43.6042,Nixon administration.,wiki-264|wiki-5780|wiki-5779,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-19,hotpotqa,0,1897.495,2131.78,12.937,1884.558,29.0641,7,11854.6,1783118498.0670938,1783118500.199018,90.0951,30.1228,Robert Erskine Childers,wiki-268|wiki-273|wiki-272,0,0,0.8571,1.0,0.9231
laptop,C1,gemma-2-2b-it,hotpot-20,hotpotqa,0,1543.124,1684.902,6.299,1536.825,24.2998,5,11847.7,1783118500.4054356,1783118502.0904493,71.2087,23.8082,Sergio Pérez,wiki-282|wiki-287|wiki-10504,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-21,hotpotqa,0,2217.373,2426.245,36.782,2180.591,26.5816,7,11824.2,1783118502.2977598,1783118504.7241654,102.5399,34.2837,Dr. Robotnik,wiki-301|wiki-296|wiki-3178,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-22,hotpotqa,0,2271.517,2803.251,6.251,2265.266,30.9464,16,11799.7,1783118504.9430277,1783118507.7463949,117.3638,38.5034,The Front Row media program on the iSight iMac G5.,wiki-307|wiki-309|wiki-320,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-23,hotpotqa,0,2024.847,2279.421,5.341,2019.506,32.656,7,11789.5,1783118507.9658613,1783118510.2453969,94.8241,30.6994,Badly Drawn Boy,wiki-328|wiki-329|wiki-321,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-24,hotpotqa,0,2206.395,2561.519,8.609,2197.786,29.1562,11,11767.0,1783118510.4435322,1783118513.0051725,106.5591,34.4986,IFFHS World's Best Goalkeeper,wiki-341|wiki-334|wiki-338,0,0,0.8889,1.0,0.9412
laptop,C1,gemma-2-2b-it,hotpot-25,hotpotqa,0,1594.677,2042.65,27.305,1567.372,29.9743,14,11760.0,1783118513.2142625,1783118515.2570426,84.9756,27.5109,Lee Hazlewood died in 2007.,wiki-353|wiki-344|wiki-351,0,0,0.5,0.6,0.5455
laptop,C1,gemma-2-2b-it,hotpot-26,hotpotqa,0,3439.764,4058.089,12.615,3427.149,36.6164,16,11706.6,1783118515.4615073,1783118519.5197375,168.8143,54.6538,The provided text does not contain the founding year of VCU.,wiki-358|wiki-363|wiki-365,0,0,0.0,0.3333,0.0
laptop,C1,gemma-2-2b-it,hotpot-27,hotpotqa,0,2103.69,2265.956,5.89,2097.8,24.9254,5,11707.8,1783118519.7148805,1783118521.9809556,94.2642,30.5181,Yes.,wiki-375|wiki-2032|wiki-11913,0,1,1.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-28,hotpotqa,0,2996.122,3163.041,25.497,2970.625,27.3596,5,11679.6,1783118522.1851072,1783118525.348288,131.9556,42.9734,Yes.,wiki-384|wiki-381|wiki-386,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-29,hotpotqa,0,1948.111,2172.597,7.108,1941.003,27.1164,7,11680.0,1783118525.563622,1783118527.7363446,90.9371,29.8171,Arena of Khazan,wiki-390|wiki-394|wiki-401,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-30,hotpotqa,0,3215.875,3683.458,5.292,3210.583,30.5403,14,11632.7,1783118527.9496193,1783118531.6332023,154.1727,50.5513,"March 14, 2000.",wiki-414|wiki-404|wiki-408,0,0,0.5,1.0,0.6667
laptop,C1,gemma-2-2b-it,hotpot-31,hotpotqa,0,1965.387,2251.786,13.556,1951.831,28.0628,9,11622.5,1783118531.825529,1783118534.077434,94.2512,30.9038,I don't know.,wiki-416|wiki-425|wiki-418,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-32,hotpotqa,0,2456.393,2780.807,11.47,2444.923,29.4994,10,11600.8,1783118534.2755547,1783118537.0564804,116.3929,38.1638,Charles Nungesser and François Coli,wiki-437|wiki-426|wiki-430,0,0,0.2857,1.0,0.4444
laptop,C1,gemma-2-2b-it,hotpot-33,hotpotqa,0,2875.317,3031.055,28.012,2847.305,25.1464,5,11583.0,1783118537.2814384,1783118540.3126328,126.8676,41.5983,No.,wiki-452|wiki-450|wiki-438,0,1,1.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-34,hotpotqa,0,2035.623,2217.863,5.218,2030.405,25.9075,6,11575.1,1783118540.503977,1783118542.7219534,92.8312,30.4382,Screaming Trees,wiki-455|wiki-464|wiki-457,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-35,hotpotqa,0,2716.591,2999.226,31.344,2685.247,28.0891,9,11542.7,1783118542.9283516,1783118545.9277215,125.5356,41.1616,October 1922,wiki-478|wiki-477|wiki-482,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-36,hotpotqa,0,2486.508,2787.34,5.74,2480.768,29.1781,9,11526.3,1783118546.1318195,1783118548.9192905,116.6668,38.2536,2000.,wiki-495|wiki-491|wiki-493,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-37,hotpotqa,0,2418.325,2755.573,5.978,2412.347,29.9249,10,11510.7,1783118549.1216445,1783118551.8773398,115.3369,37.8175,World War I and World War II,wiki-496|wiki-499|wiki-503,0,0,0.6,1.0,0.75
laptop,C1,gemma-2-2b-it,hotpot-38,hotpotqa,0,1652.038,1823.177,5.959,1646.079,27.1104,5,11494.4,1783118552.0783901,1783118553.901702,76.3129,25.022,No.,wiki-512|wiki-511|wiki-520,0,1,1.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-39,hotpotqa,0,1360.935,1545.158,5.454,1355.481,25.83,6,11484.0,1783118554.1120715,1783118555.6573505,64.6761,21.2065,New York City,wiki-533|wiki-535|wiki-4607,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-40,hotpotqa,0,1794.583,1946.068,32.413,1762.17,25.765,5,11456.1,1783118555.8802702,1783118557.826461,81.4559,26.7084,Scotch Collie,wiki-548|wiki-539|wiki-549,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-41,hotpotqa,0,1771.304,1988.636,7.377,1763.927,27.7613,7,11440.0,1783118558.029005,1783118560.017754,83.2371,27.2924,"Mumbai, Maharashtra.",wiki-555|wiki-552|wiki-557,0,0,0.6667,1.0,0.8
laptop,C1,gemma-2-2b-it,hotpot-42,hotpotqa,0,3434.581,3721.579,8.066,3426.515,28.1153,9,11391.3,1783118560.2286751,1783118563.9504,155.7691,51.0747,You don't know.,wiki-575|wiki-567|wiki-574,0,0,0.0,0.75,0.0
laptop,C1,gemma-2-2b-it,hotpot-43,hotpotqa,0,2866.726,3166.24,7.347,2859.379,43.5783,6,11378.1,1783118564.1419415,1783118567.3083127,132.5253,43.4534,Ethiopian sovereignty.,wiki-589|wiki-585|wiki-591,0,0,0.6667,1.0,0.8
laptop,C1,gemma-2-2b-it,hotpot-44,hotpotqa,0,3239.199,3413.393,6.869,3232.33,26.8752,5,11350.3,1783118567.5176516,1783118570.9312665,141.9145,45.8875,Nelson Rockefeller,wiki-612|wiki-593|wiki-255,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-45,hotpotqa,0,2416.567,2643.703,6.552,2410.015,28.3227,7,11349.4,1783118571.1489441,1783118573.7927816,108.8283,34.4555,The Firth of Forth,wiki-623|wiki-619|wiki-618,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-46,hotpotqa,0,3411.144,3584.751,7.845,3403.299,25.9288,5,11313.5,1783118574.0060093,1783118577.590902,147.5649,46.7198,Phil Spector,wiki-632|wiki-11810|wiki-8892,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-47,hotpotqa,0,3737.334,4151.598,4.986,3732.348,30.7632,12,11277.4,1783118577.7849844,1783118581.9367192,170.8979,54.1071,The context does not contain the answer.,wiki-658|wiki-648|wiki-651,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-48,hotpotqa,0,1610.868,1771.441,11.12,1599.748,25.7764,5,11291.3,1783118582.131637,1783118583.9032032,72.923,23.0878,Yes.,wiki-672|wiki-666|wiki-673,0,1,1.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-49,hotpotqa,0,2942.197,3146.066,6.92,2935.277,28.8652,6,11251.6,1783118584.097167,1783118587.24232,129.4639,40.9889,English Electric Canberra,wiki-678|wiki-677|wiki-676,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-50,hotpotqa,0,2942.106,3355.952,32.341,2909.765,29.3363,13,11227.8,1783118587.4417236,1783118590.7966774,138.1,43.7231,"2014, Pac-12",wiki-698|wiki-694|wiki-695,0,0,0.2857,1.0,0.4444
laptop,C1,gemma-2-2b-it,hotpot-51,hotpotqa,0,2944.749,3233.599,18.226,2926.523,28.7286,9,11214.0,1783118590.9889011,1783118594.2215052,133.0637,42.1286,"1,462",wiki-712|wiki-707|wiki-710,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-52,hotpotqa,0,2125.966,2507.989,5.325,2120.641,57.2423,6,11212.1,1783118594.445263,1783118596.9525025,103.2055,32.6753,Indianapolis Motor Speedway,wiki-720|wiki-7990|wiki-718,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-53,hotpotqa,0,2365.038,2646.006,33.407,2331.631,28.6158,9,11196.1,1783118597.1839936,1783118599.8292096,108.885,34.4735,You don't know.,wiki-11271|wiki-3487|wiki-739,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-54,hotpotqa,0,2418.162,2765.079,23.947,2394.215,28.8395,11,11170.3,1783118600.060256,1783118602.824511,113.785,36.0249,This document does not contain the answer.,wiki-749|wiki-746|wiki-747,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-55,hotpotqa,0,2237.249,2383.898,8.261,2228.988,28.2875,4,11157.0,1783118603.0406208,1783118605.42381,98.0992,31.0587,Adelaide,wiki-767|wiki-1034|wiki-8252,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-56,hotpotqa,0,2381.391,2554.843,14.003,2367.388,28.0676,5,11126.5,1783118605.6309118,1783118608.1849887,105.1335,33.2858,Drifting,wiki-776|wiki-777|wiki-775,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-57,hotpotqa,0,1558.788,1848.612,5.241,1553.547,28.537,9,11122.8,1783118608.383866,1783118610.2319489,76.0726,24.085,You don't know.,wiki-793|wiki-785|wiki-9487,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-58,hotpotqa,0,2180.93,2475.485,6.268,2174.662,29.0907,9,11095.1,1783118610.4405315,1783118612.9152715,101.8677,32.2518,You don't know.,wiki-802|wiki-801|wiki-807,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-59,hotpotqa,0,1587.689,1735.576,19.991,1567.698,25.3462,5,11089.6,1783118613.1174457,1783118614.8525457,70.4923,21.6829,No.,wiki-810|wiki-816|wiki-818,0,1,1.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-60,hotpotqa,0,3373.314,3531.547,32.991,3340.323,25.0646,5,11037.2,1783118615.046782,1783118618.577246,142.5919,43.2778,Alonzo Mourning,wiki-822|wiki-830|wiki-819,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-61,hotpotqa,0,2157.398,2451.374,25.991,2131.407,33.0206,8,11034.9,1783118618.8185492,1783118621.2692275,98.9804,30.0414,Don't know.,wiki-836|wiki-844|wiki-837,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-62,hotpotqa,0,2253.972,2514.363,5.014,2248.958,37.1853,6,11015.6,1783118621.47277,1783118623.98638,101.5222,30.8128,Virginia Woolf.,wiki-848|wiki-849|wiki-10957,0,0,0.8,1.0,0.8889
laptop,C1,gemma-2-2b-it,hotpot-63,hotpotqa,0,1613.493,1852.0,6.406,1607.087,29.4151,7,11008.0,1783118624.2136705,1783118626.06516,74.7798,22.6963,821,wiki-866|wiki-859|wiki-862,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-64,hotpotqa,0,3094.68,3324.432,28.516,3066.164,28.8066,7,10969.2,1783118626.3050373,1783118629.6284482,134.3536,40.8641,180,wiki-871|wiki-870|wiki-10219,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-65,hotpotqa,0,2597.913,2759.703,30.087,2567.826,26.4208,5,10956.3,1783118629.8752115,1783118632.6341069,111.5504,33.941,Charmed,wiki-885|wiki-883|wiki-887,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-66,hotpotqa,0,2109.205,2301.357,10.593,2098.612,31.8974,5,10941.9,1783118632.852695,1783118635.1533809,93.0236,28.304,IBF,wiki-897|wiki-906|wiki-116,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-67,hotpotqa,0,2867.793,3161.987,8.303,2859.49,29.3954,9,10909.7,1783118635.3601255,1783118638.5211341,127.8091,38.888,You don't know.,wiki-1754|wiki-4976|wiki-8069,0,0,0.0,0.25,0.0
laptop,C1,gemma-2-2b-it,hotpot-68,hotpotqa,0,3304.66,3612.561,24.43,3280.23,29.9456,9,10872.6,1783118638.733707,1783118642.3451684,146.0222,44.4296,You don't know.,wiki-933|wiki-11302|wiki-1783,0,0,0.0,0.25,0.0
laptop,C1,gemma-2-2b-it,hotpot-69,hotpotqa,0,3140.286,3459.265,6.757,3133.529,46.6073,6,10864.7,1783118642.553695,1783118646.0118968,139.8255,42.5442,Carabao Cup,wiki-938|wiki-940|wiki-948,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-70,hotpotqa,0,3410.521,3605.376,11.699,3398.822,31.9174,5,10850.8,1783118646.261486,1783118649.8657537,145.7314,44.3411,Teen Titans,wiki-958|wiki-953|wiki-954,0,0,0.8,1.0,0.8889
laptop,C1,gemma-2-2b-it,hotpot-71,hotpotqa,0,2657.588,3146.541,6.266,2651.322,41.1831,11,10829.8,1783118650.1069207,1783118653.2524848,127.1846,38.698,"276,170",wiki-963|wiki-966|wiki-971,0,0,0.8,1.0,0.8889
laptop,C1,gemma-2-2b-it,hotpot-72,hotpotqa,0,2101.885,2268.959,7.279,2094.606,26.0196,5,10811.9,1783118653.4757128,1783118655.7439978,91.7136,27.9053,Orange.,wiki-983|wiki-977|wiki-974,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-73,hotpotqa,0,3136.254,3441.893,6.962,3129.292,38.8096,7,10775.9,1783118655.9474645,1783118659.3882942,139.1021,42.3095,Tromeo and Juliet,wiki-995|wiki-989|wiki-997,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-74,hotpotqa,0,3388.623,3683.358,30.312,3358.311,42.8633,6,10755.2,1783118659.6272457,1783118663.3095012,148.741,45.157,William Jefferson Clinton,wiki-1005|wiki-1007|wiki-447,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-75,hotpotqa,0,1956.127,2211.393,6.651,1949.476,37.9298,6,10767.7,1783118663.5383708,1783118665.7491305,89.3014,27.1114,John John Florence,wiki-1014|wiki-1022|wiki-1016,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-76,hotpotqa,0,1802.176,2010.604,14.872,1787.304,36.0472,5,10751.5,1783118665.973073,1783118667.9831095,81.1934,24.6499,Bacha,wiki-1029|wiki-1025|wiki-1779,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-77,hotpotqa,0,2390.197,2552.291,14.752,2375.445,32.5093,4,10718.4,1783118668.2120373,1783118670.763594,103.0676,31.2908,Ais,wiki-1041|wiki-11456|wiki-8085,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-78,hotpotqa,0,1836.277,2021.127,6.197,1830.08,38.9267,4,10707.0,1783118671.0061738,1783118673.0267503,81.6192,24.7791,British,wiki-1050|wiki-1062|wiki-1061,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-79,hotpotqa,0,1959.959,2321.032,37.754,1922.205,41.8218,8,10692.8,1783118673.2759264,1783118675.5963166,93.7298,28.4559,1865,wiki-1074|wiki-1072|wiki-1071,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-80,hotpotqa,0,1744.141,1964.713,6.965,1737.176,36.322,5,10673.4,1783118675.8724754,1783118677.8366563,79.3411,24.0875,Sullivan County,wiki-1084|wiki-1087|wiki-1076,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-81,hotpotqa,0,2661.278,2931.364,29.896,2631.382,39.5693,6,10644.1,1783118678.1052809,1783118681.0357904,118.375,35.938,Bob Seger,wiki-1093|wiki-1099|wiki-1091,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-82,hotpotqa,0,3023.946,3865.498,28.573,2995.373,47.0092,17,10621.6,1783118681.292532,1783118685.156856,156.0955,47.3898,The practice of requiring only men to register for the draft was constitutional.,wiki-1103|wiki-1112|wiki-6332,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-83,hotpotqa,0,2457.816,2733.581,7.913,2449.903,38.855,6,10605.9,1783118685.3860483,1783118688.1188316,110.388,33.5132,Mondelez International,wiki-1130|wiki-1129|wiki-2610,0,0,0.8,1.0,0.8889
laptop,C1,gemma-2-2b-it,hotpot-84,hotpotqa,0,2168.221,2460.827,9.924,2158.297,42.6615,6,10594.8,1783118688.3752773,1783118690.8353908,99.3738,30.1694,Monica Lewinsky,wiki-1139|wiki-1144|wiki-1138,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-85,hotpotqa,0,2539.265,3144.692,8.816,2530.449,46.8151,12,10566.8,1783118691.085961,1783118694.229713,126.9887,38.5531,"April 1, 1949",wiki-1154|wiki-1147|wiki-5924,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-86,hotpotqa,0,1814.421,2214.839,11.447,1802.974,46.0139,8,10566.3,1783118694.4651914,1783118696.6793995,89.4407,27.1537,2004,wiki-1172|wiki-1164|wiki-1167,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-87,hotpotqa,0,1762.694,3591.811,6.417,1756.277,46.2142,39,10549.4,1783118696.9112818,1783118700.5019789,145.0426,44.0342,"Teide National Park is located in Tenerife (Canary Islands, Spain). Garajonay National Park is located in La Gomera, one of the Canary Islands (Spain).",wiki-1176|wiki-1175|wiki-1180,0,0,0.2308,1.0,0.375
laptop,C1,gemma-2-2b-it,hotpot-88,hotpotqa,0,1614.827,1985.422,25.975,1588.852,42.9534,8,10537.8,1783118700.7303777,1783118702.7152421,80.1766,24.3412,Don't know.,wiki-1189|wiki-1191|wiki-1186,0,0,0.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-89,hotpotqa,0,2254.734,2729.574,37.26,2217.474,49.4178,9,10509.8,1783118702.9681869,1783118705.697014,110.2282,33.4647,Cinematographer and film director.,wiki-1200|wiki-1203|wiki-11880,0,0,0.4,1.0,0.5714
laptop,C1,gemma-2-2b-it,hotpot-90,hotpotqa,0,2413.439,2658.952,7.599,2405.84,41.1332,5,10495.5,1783118705.9526556,1783118708.6108491,106.3009,31.5243,The Conversation,wiki-1209|wiki-5772|wiki-1207,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-91,hotpotqa,0,1812.709,2034.052,7.043,1805.666,37.2874,5,10495.9,1783118708.8602412,1783118710.8937185,76.4897,19.2867,John Waters,wiki-1225|wiki-1218|wiki-1223,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-92,hotpotqa,0,1468.118,1925.966,8.358,1459.76,38.6513,11,10484.1,1783118711.1392577,1783118713.064689,72.4039,18.2404,"Flamingo Hotel in Las Vegas, Nevada.",wiki-1231|wiki-10776|wiki-1236,0,0,0.5455,1.0,0.7059
laptop,C1,gemma-2-2b-it,hotpot-93,hotpotqa,0,1822.03,2043.682,27.716,1794.314,38.7126,5,10456.1,1783118713.2984123,1783118715.341533,76.8295,19.3553,No.,wiki-1246|wiki-1249|wiki-1240,0,1,1.0,0.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-94,hotpotqa,0,2106.523,2665.013,8.138,2098.385,74.9991,7,10445.0,1783118715.568531,1783118718.2327678,100.186,25.2394,March and April.,wiki-1251|wiki-1257|wiki-1256,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-95,hotpotqa,0,2600.592,2854.469,5.937,2594.655,42.3662,5,10417.1,1783118718.5109236,1783118721.3645437,107.3075,27.0335,Fairfax County,wiki-1264|wiki-1266|wiki-1265,0,1,1.0,1.0,1.0
laptop,C1,gemma-2-2b-it,hotpot-96,hotpotqa,0,2327.621,2650.885,20.872,2306.749,48.6405,6,10401.8,1783118721.6311805,1783118724.2812924,99.6548,25.1056,Consumer foods.,wiki-1283|wiki-2610|wiki-6483,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-97,hotpotqa,0,1797.355,2118.21,18.544,1778.811,41.7903,7,10391.0,1783118724.558499,1783118726.6761405,79.6318,20.0613,Lev Yilmaz,wiki-1311|wiki-1308|wiki-17,0,0,0.5,0.5,0.5
laptop,C1,gemma-2-2b-it,hotpot-98,hotpotqa,0,1998.28,2167.526,8.109,1990.171,34.8955,4,10370.4,1783118726.9173646,1783118729.084287,81.4849,20.5281,Rabat,wiki-1322|wiki-1314|wiki-5392,0,0,0.0,1.0,0.0
laptop,C1,gemma-2-2b-it,hotpot-99,hotpotqa,0,1120.64,1346.384,6.506,1114.134,38.7674,5,10371.1,1783118729.3294575,1783118730.6755106,50.617,12.7517,No.,wiki-1326|wiki-1330|wiki-1325,0,1,1.0,0.0,0.0
